jess-hill-1,1951,0.000641
murray-warmath-1,1952,0.000641
jack-meagher-1,1929,0.000641
allyn-mckeen-1,1939,0.000641
jack-harding-1,1937,0.000641
jeff-horton-1,1993,0.000641
dan-enos-1,2010,0.000641
alex-bell-1,1960,0.000641
ray-nagel-1,1958,0.000641
gus-malzahn-1,2012,0.000641
dc-walker-1,1937,0.000641
will-muschamp-1,2011,0.000641
gary-andersen-1,2009,0.000641
jimmy-kitts-1,1934,0.000641
madison-bell-1,1929,0.000641
wayne-hardin-1,1959,0.000641
bill-peterson-1,1960,0.000641
hugh-freeze-1,2011,0.000641
john-smith-2,1995,0.000641
jack-doland-1,1975,0.000641
dave-mcclain-1,1975,0.000641
curley-hallman-1,1988,0.000641
david-rader-1,1988,0.000641
bud-carson-1,1967,0.000630
frank-howard-1,1940,0.000622
derek-dooley-1,2007,0.000608
mike-macintyre-1,2010,0.000601
frank-maloney-1,1974,0.000600
steve-fairchild-1,2008,0.000597
slip-madigan-1,1930,0.000593
frank-jones-1,1966,0.000593
andy-gustafson-1,1926,0.000588
tim-beckman-1,2009,0.000579
chris-ault-1,1992,0.000570
jack-mollenkopf-1,1956,0.000561
ted-tollner-1,1983,0.000555
knute-rockne-1,1918,0.000549
tom-coughlin-1,1991,0.000545
biggie-munn-1,1946,0.000545
mike-brumbelow-1,1950,0.000538
fran-curci-1,1971,0.000531
gerry-faust-1,1981,0.000510
james-hickey-1,1959,0.000507
mike-gottfried-1,1981,0.000504
mark-snyder-1,2005,0.000500
bill-blankenship-1,2011,0.000496
bill-lewis-1,1977,0.000490
gregg-brandon-1,2003,0.000490
charlie-weis-1,2005,0.000486
dallas-ward-1,1948,0.000485
rocky-long-1,1998,0.000479
bill-fulcher-1,1972,0.000475
david-shaw-1,2011,0.000474
bennie-oosterbaan-1,1948,0.000468
jeff-jagodzinski-1,2007,0.000458
maxie-lambright-1,1975,0.000452
rick-minter-1,1994,0.000451
carl-torbush-1,1997,0.000450
willis-barnes-1,1942,0.000449
mike-archer-1,1987,0.000442
robert-voigts-1,1947,0.000440
galen-hall-1,1984,0.000435
ted-cox-1,1932,0.000433
jock-sutherland-1,1919,0.000433
darrell-dickey-1,1998,0.000432
cliff-speegle-1,1955,0.000431
duffy-daugherty-1,1954,0.000425
charlie-tate-1,1964,0.000417
chuck-stobart-1,1977,0.000416
karl-dorrell-1,2003,0.000414
jeff-tisdel-1,1996,0.000396
danny-hope-1,2009,0.000396
brad-scott-1,1994,0.000394
wesley-fesler-1,1946,0.000391
joe-glenn-1,2003,0.000382
marshall-glenn-1,1937,0.000376
joe-kerbel-1,1960,0.000376
robb-akey-1,2007,0.000369
lee-corso-1,1969,0.000362
bob-tyler-1,1973,0.000361
jimmy-crowley-1,1929,0.000357
paul-rhoads-1,2009,0.000353
abe-martin-1,1953,0.000352
pop-warner-1,1897,0.000341
miles-casteel-1,1939,0.000329
dewayne-king-1,1970,0.000329
gwinn-henry-1,1923,0.000329
turner-gill-1,2006,0.000329
joseph-sheeketski-1,1939,0.000329
frank-burns-1,1973,0.000329
roger-theder-1,1978,0.000329
al-luginbill-1,1989,0.000329
bill-driver-1,1920,0.000329
jim-trimble-1,1948,0.000329
gene-murphy-1,1980,0.000329
dan-simrell-1,1982,0.000329
tim-rose-1,1983,0.000329
al-molde-1,1987,0.000329
herb-deromedi-1,1978,0.000329
bennie-ellender-1,1971,0.000329
jim-wacker-1,1983,0.000329
jack-pardee-1,1987,0.000329
dennis-green-1,1981,0.000329
steve-mariucci-1,1996,0.000329
cal-stoll-1,1969,0.000329
george-macintyre-1,1979,0.000329
ted-shipkey-1,1931,0.000329
cac-hubbard-1,1939,0.000329
bob-margarita-1,1949,0.000329
ernie-jorge-1,1951,0.000329
thomas-nugent-1,1949,0.000329
sammy-baugh-1,1955,0.000329
odus-mitchell-1,1953,0.000329
hank-foldberg-1,1960,0.000329
darrell-mudra-1,1967,0.000329
bud-moore-1,1975,0.000329
paul-hackett-1,1989,0.000329
william-kern-1,1937,0.000329
red-dawson-1,1936,0.000329
gaynell-tinsley-1,1948,0.000329
art-lewis-1,1946,0.000329
kyle-flood-1,2012,0.000329
shy-huntington-1,1918,0.000329
john-wilce-1,1913,0.000329
hugo-bezdek-1,1908,0.000329
enoch-bagshaw-1,1921,0.000329
nibs-price-1,1926,0.000329
oe-hollingbery-1,1926,0.000329
bernie-bierman-1,1925,0.000329
james-phelan-1,1920,0.000329
biff-jones-1,1926,0.000329
babe-horrell-1,1939,0.000329
bert-labrucherie-1,1945,0.000329
pappy-waldorf-1,1929,0.000329
chuck-taylor-1,1951,0.000329
ivy-williamson-1,1949,0.000329
red-sanders-1,1940,0.000329
bill-barnes-1,1958,0.000329
milt-bruhn-1,1956,0.000329
sonny-dykes-1,2010,0.000329
fred-goldsmith-1,1989,0.000329
charlie-bachman-1,1919,0.000329
tom-stidham-1,1937,0.000329
jack-hagerty-1,1932,0.000329
denny-myers-1,1941,0.000329
john-dagrosa-1,1945,0.000329
william-glassford-1,1949,0.000329
everett-grandelius-1,1959,0.000329
jerry-stovall-1,1980,0.000329
steve-roberts-1,2002,0.000329
ruffin-mcneill-1,2009,0.000329
mike-dubose-1,1997,0.000329
hal-mumme-1,1997,0.000329
al-golden-1,2006,0.000329
ruffin-mcneil-1,2010,0.000329
ron-prince-1,2006,0.000329
paul-schudel-1,1985,0.000329
dick-flynn-1,1994,0.000329
jd-brookhart-1,2004,0.000329
bill-cubit-1,2005,0.000329
willie-taggart-1,2010,0.000329
gene-corum-1,1960,0.000329
don-fambrough-1,1971,0.000329
bill-arnsparger-1,1984,0.000329
john-gutekunst-1,1985,0.000329
kim-helton-1,1993,0.000329
gary-crowton-1,1996,0.000329
ron-meyer-1,1976,0.000329
jim-walden-1,1978,0.000329
dennis-stolz-1,1973,0.000329
jim-mora-1,2012,0.000329
watson-brown-1,1983,0.000329
greg-mcmackin-1,2008,0.000329
tim-deruyter-1,2011,0.000329
darrell-hazell-1,2011,0.000329
johnnie-mcmillan-1,1945,0.000329
beattie-feathers-1,1944,0.000329
don-faurot-1,1935,0.000329
george-barclay-1,1908,0.000329
john-brothers-1,1946,0.000329
george-sauer-1,1946,0.000329
john-michelosen-1,1955,0.000329
gomer-jones-1,1964,0.000329
j-king-1,1961,0.000329
jack-elway-1,1979,0.000329
joe-morrison-1,1973,0.000329
luke-fickell-1,2011,0.000329
randy-shannon-1,2007,0.000329
frank-spaziani-1,2006,0.000329
larry-jones-1,1971,0.000329
tony-mason-1,1973,0.000329
gary-nord-1,2000,0.000329
jack-bicknell-2,1999,0.000329
dave-clawson-1,2009,0.000329
matt-campbell-1,2011,0.000329
frank-murray-1,1927,0.000329
bunny-oakes-1,1931,0.000329
pete-cawthon-1,1932,0.000329
chauncey-simpson-1,1943,0.000329
jim-aiken-1,1946,0.000329
carl-snavely-1,1930,0.000329
ben-martin-2,1956,0.000329
foge-fazio-1,1982,0.000329
pepper-rodgers-1,1967,0.000329
leon-burtnett-1,1982,0.000329
mike-white-1,1972,0.000329
lane-kiffin-1,2009,0.000329
mike-london-1,2010,0.000329
john-pont-1,1962,0.000329
bill-hess-1,1962,0.000329
homer-smith-1,1965,0.000329
steve-sloan-1,1973,0.000329
paul-roach-1,1987,0.000329
bill-lynch-2,1995,0.000329
tim-brewster-1,2007,0.000329
pete-lembo-1,2011,0.000329
joker-phillips-1,2010,0.000329
paul-chryst-1,2012,0.000329
chuck-reedy-1,1993,0.000329
bob-simmons-2,1995,0.000329
randy-walker-1,1990,0.000329
f-dry-1,1972,0.000329
vince-gibson-1,1967,0.000329
ernie-duplechin-1,1979,0.000329
jim-dickey-1,1978,0.000329
bob-stull-1,1986,0.000329
jack-crowe-1,1990,0.000329
pat-sullivan-1,1992,0.000329
bob-sutton-1,1991,0.000329
bob-davie-1,1997,0.000329
everett-withers-1,2011,0.000329
todd-berry-1,2000,0.000329
